sample_id,timestamp,subject_id,session_id,camera_position,lighting_condition,exercise_type,active_arm,rom_elbow,upper_arm_angle_std,torso_sway_range,shoulder_angle_range,rep_duration,up_phase_duration,down_phase_duration,elbow_velocity_mean,elbow_velocity_std,motion_smoothness,elbow_drift_range,mean_visibility,label,error_type,notes,row_index,reject_reason
107,2026-06-15T03:21:41,S02,session_01,side,normal,triceps,right,84.18733326915681,0.6762717010659599,2.1865416890205003,2.914668919474295,1.0852291584014893,0.5426145792007446,0.5426145792007446,165.10209990792222,130.79914098605417,3244.5483742746183,2.6287460197294843,0.9781691431999208,correct,correct,good_form,106,label_mismatch_rom_too_low:84.2
109,2026-06-15T03:21:54,S02,session_01,side,normal,triceps,right,80.85258253422069,1.1280261921523882,1.3635727454166278,3.411626449777004,1.365377426147461,0.6826887130737305,0.6826887130737305,118.91789422646366,87.32825877951565,1845.7923846495848,3.1622485357327816,0.9773507276002098,correct,correct,good_form,108,label_mismatch_rom_too_low:80.9
110,2026-06-15T03:22:00,S02,session_01,side,normal,triceps,right,80.13066555110578,1.4507626384573624,2.3243777651396025,3.872681192696645,1.4366734027862549,0.7183367013931274,0.7183367013931274,111.18663463202049,83.34088489061091,2090.603064834145,3.965283549014569,0.9751591400967704,correct,correct,good_form,109,label_mismatch_rom_too_low:80.1
152,2026-06-11T02:50:07,S04,session_01,side,normal,biceps,right,58.9610180220106,1.199442772503539,2.108067059627814,5.26422896190265,3.254930019378662,2.0019330978393555,1.2529969215393066,44.476820758128326,51.455078324269785,1215.16777646284,4.466068562086406,0.9597467690085372,correct,correct,good_form,145,label_mismatch_rom_too_low:59.0
153,2026-06-11T02:50:20,S04,session_01,side,normal,biceps,right,67.43330494217122,0.7476643323693204,1.1067263328106534,4.289622356497809,2.8521759510040283,1.4152729511260986,1.4369029998779297,41.74511752929635,53.29562480876633,1161.4120468661235,2.9545332149984955,0.9650083508342504,correct,correct,good_form,146,label_mismatch_rom_too_low:67.4
154,2026-06-11T02:50:35,S04,session_01,side,normal,biceps,right,84.04180483997456,3.16675187375692,1.0919094762620367,7.803048002363193,2.87908673286438,1.6426458358764648,1.236440896987915,66.25438970773105,51.70287320904033,984.5346378230566,8.657972949319237,0.9443407456080118,correct,correct,good_form,147,label_mismatch_rom_too_low:84.0
156,2026-06-11T02:50:59,S04,session_01,side,normal,biceps,left,70.24735509828456,3.23135568123944,6.350799841013458,9.268585271546138,2.8516411781311035,1.0471093654632568,1.804531812667847,56.25127917156355,51.77519447641144,1030.12410775017,9.46136130517798,0.9546127281634204,correct,correct,good_form,149,label_mismatch_rom_too_low:70.2
158,2026-06-11T02:51:32,S04,session_01,side,normal,biceps,left,77.82151495158038,1.9213144180686967,7.813498230350315,10.33034881705055,3.1174545288085938,1.3168742656707764,1.8005802631378174,58.10291584401745,63.90433772059432,1657.9300018777742,6.261873122358497,0.9523469627551412,correct,correct,good_form,151,label_mismatch_rom_too_low:77.8
159,2026-06-11T02:51:44,S04,session_01,side,normal,biceps,left,77.30489753560161,1.387869125779347,7.382143267010247,10.012370405925678,3.0208828449249268,1.9070250988006592,1.1138577461242676,138.970977126184,422.8422894405367,14514.022357725373,4.684051143235125,0.9670555157648338,correct,correct,good_form,152,label_mismatch_rom_too_low:77.3
160,2026-06-11T02:51:55,S04,session_01,side,normal,biceps,left,77.78603885509223,1.9398147347002384,7.132498587095535,9.382495935881456,3.2112152576446533,1.3221020698547363,1.889113187789917,57.26169216194759,52.77180712392573,1109.511307403591,6.2142690836071415,0.9583520940504968,correct,correct,good_form,153,label_mismatch_rom_too_low:77.8
246,2026-06-11T08:38:19,S05,session_01,side,normal,biceps,right,69.94420777722196,3.839511483978444,4.348599941372152,15.554292059704164,3.8031702041625977,1.0694098472595217,2.733760356903076,57.05006211051168,76.02401637427539,1864.9966287944007,14.076420927643513,0.9123746037838004,correct,correct,good_form,239,label_mismatch_rom_too_low:69.9
247,2026-06-11T08:38:31,S05,session_01,side,normal,biceps,right,71.01349344209969,3.512881634917834,3.559775696803458,13.173157929845832,2.904771566390991,1.7837224006652832,1.121049165725708,72.54777156666266,75.96958236128926,1630.3304938466645,12.770123871107414,0.9403072197455912,correct,correct,good_form,240,label_mismatch_rom_too_low:71.0
248,2026-06-11T08:39:03,S05,session_01,side,normal,biceps,right,73.60021593681051,4.85579587969016,1.8540610757048333,13.143950466812369,2.43166184425354,1.955352783203125,0.476309061050415,82.97968705640739,97.32870973309936,1735.0614615826753,14.334571931341491,0.9652551616332968,correct,correct,good_form,241,label_mismatch_rom_too_low:73.6
249,2026-06-11T08:39:14,S05,session_01,side,normal,biceps,right,77.05560062746035,1.5502167152153692,2.540907313545148,7.341450113733286,2.011890172958374,1.0638659000396729,0.9480242729187012,87.55466504810431,78.49652967980512,1058.0715394808185,5.022828980759706,0.971755994892702,correct,correct,good_form,242,label_mismatch_rom_too_low:77.1
251,2026-06-11T08:39:47,S05,session_01,side,normal,biceps,left,77.66130614440954,3.656120494304224,3.7292932086945214,14.337939587024753,2.0798003673553467,1.4860799312591553,0.5937204360961914,90.81115567837358,99.74066809089432,1804.7733487493324,16.563623596355587,0.9837632875727572,correct,correct,good_form,244,label_mismatch_rom_too_low:77.7
252,2026-06-11T08:39:54,S05,session_01,side,normal,biceps,left,70.56373149072559,1.7050594856224357,4.249339590634122,5.581929354085902,2.0271573066711426,1.4334003925323486,0.593756914138794,81.23953947006933,94.74571276329146,2050.888641020405,7.670024337078035,0.9770060761467272,correct,correct,good_form,245,label_mismatch_rom_too_low:70.6
253,2026-06-11T08:40:01,S05,session_01,side,normal,biceps,left,81.18978584524714,5.054927780443982,3.329813286608964,16.301186937130563,1.9020915031433103,1.1656742095947266,0.736417293548584,102.98084087751378,128.00710326269427,2896.573754915939,16.9060984836587,0.9825669072923208,correct,correct,good_form,246,label_mismatch_rom_too_low:81.2
254,2026-06-11T08:40:06,S05,session_01,side,normal,biceps,left,80.80442392121377,6.202370557697046,2.653823862118155,16.594658429035704,1.6337192058563232,0.9485831260681152,0.685136079788208,122.08914858551218,131.3849445004657,2471.1473148556065,16.365486844547497,0.9856807827144056,correct,correct,good_form,247,label_mismatch_rom_too_low:80.8
255,2026-06-11T08:40:16,S05,session_01,side,normal,biceps,left,76.61405238883331,3.2581678764897632,3.46296542993695,8.289546513458141,1.7733311653137207,0.4670534133911133,1.3062777519226074,108.9143030441778,117.88282461266654,2765.915662719285,9.1422245224866,0.9776139217309464,correct,correct,good_form,248,label_mismatch_rom_too_low:76.6
294,2026-06-11T08:51:22,S05,session_01,side,normal,triceps,right,178.16066100460267,2.5712763744696185,2.522267787603542,13.70331975114434,1.300196886062622,0.8097755908966064,0.4904212951660156,403.3819988641532,979.15450228045,24075.1564038426,10.762630472028471,0.9423184058358592,correct,correct,good_form,287,label_mismatch_vel_too_fast:403.4
295,2026-06-11T08:51:28,S05,session_01,side,normal,triceps,right,178.63557139181466,3.5077788441810243,3.2625313482874247,24.3074716978225,1.620455026626587,0.3988678455352783,1.2215871810913086,328.80807824430366,781.1589300027869,25299.376888459334,17.330023527234495,0.938628981510798,correct,correct,good_form,288,label_mismatch_vel_too_fast:328.8
296,2026-06-11T08:51:33,S05,session_01,side,normal,triceps,right,174.70656165620952,3.265513659740341,1.7996354486395143,17.982835235771326,1.494652271270752,0.3631024360656738,1.131549835205078,344.28758433809355,693.5045077198079,14703.504063410695,11.858381176944455,0.9187904808557394,correct,correct,good_form,289,label_mismatch_vel_too_fast:344.3
297,2026-06-11T08:51:43,S05,session_01,side,normal,triceps,right,175.01597153956732,2.596038108191878,2.922639460272336,18.09898433716124,1.433915138244629,0.868067741394043,0.5658473968505859,476.4046527994252,862.9666971895177,17657.550451679246,11.05189809351659,0.909505299758166,correct,correct,good_form,290,label_mismatch_vel_too_fast:476.4
341,2026-06-11T09:58:04,S06,session_01,side,normal,biceps,left,74.33534099915897,2.078613723449237,1.977513648446224,10.148571264135692,2.5455522537231445,1.869355201721192,0.6761970520019531,67.29424053612337,66.05684562534935,1649.8341378984603,9.367139829460568,0.9652766675821371,correct,correct,good_form,334,label_mismatch_rom_too_low:74.3
342,2026-06-11T09:58:45,S06,session_01,side,normal,biceps,left,81.61648879647416,1.067687027362881,1.5203216700894615,4.2187289219632,3.121774196624756,2.2583582401275635,0.8634159564971924,54.49772298718014,54.694589948220354,938.9629546798244,3.392162462112484,0.9519003891519138,correct,correct,good_form,335,label_mismatch_rom_too_low:81.6
344,2026-06-11T09:59:08,S06,session_01,side,normal,biceps,left,80.11712820674785,0.882571823481974,1.389221092527916,3.453272184973236,2.248324394226074,1.2839422225952148,0.9643821716308594,78.47203001263937,65.08605940995292,1262.5543468196,2.985757833074841,0.9474668913349812,correct,correct,good_form,337,label_mismatch_rom_too_low:80.1
345,2026-06-11T09:59:16,S06,session_01,side,normal,biceps,left,78.19102808194316,1.2374431628812572,1.55481216829906,3.749076063148877,2.483373641967773,1.589341402053833,0.8940322399139404,69.35452244227662,60.39385881377736,1113.6400228630375,3.957871278438546,0.9537568640496048,correct,correct,good_form,338,label_mismatch_rom_too_low:78.2
346,2026-06-11T09:59:29,S06,session_01,side,normal,biceps,right,83.08221765088902,2.753313087263492,2.4444972267120586,12.929579348063656,2.5230202674865723,1.7473220825195312,0.775698184967041,72.4077318673423,66.40192817134837,1425.7140277392896,11.256296666946472,0.9700250048190356,correct,correct,good_form,339,label_mismatch_rom_too_low:83.1
347,2026-06-11T09:59:36,S06,session_01,side,normal,biceps,right,84.29757178396197,2.046622548880584,2.3662867005943866,9.8585449297148,2.3861215114593506,1.643129825592041,0.7429916858673096,77.77401789662228,73.39445631034354,1190.889108126785,8.02181660830395,0.9703371630838284,correct,correct,good_form,340,label_mismatch_rom_too_low:84.3
348,2026-06-11T09:59:42,S06,session_01,side,normal,biceps,right,74.50123714167661,2.234917174750323,1.5126779868749178,9.36428913619054,2.43979811668396,1.203535079956055,1.2362630367279053,69.22422567423337,70.08132080792606,1252.3963689516384,8.463518838284186,0.9721415363825284,correct,correct,good_form,341,label_mismatch_rom_too_low:74.5
349,2026-06-11T09:59:48,S06,session_01,side,normal,biceps,right,82.66088752776639,1.629046211778734,1.3880252951711842,6.201417909617203,2.002870798110962,1.1812412738800049,0.821629524230957,89.55483846622374,72.62969221967133,1368.2197082943828,4.924496810158948,0.968777365816964,correct,correct,good_form,342,label_mismatch_rom_too_low:82.7
350,2026-06-11T09:59:54,S06,session_01,side,normal,biceps,right,81.69476853633351,1.5043974282848165,1.1249068442690584,4.433547764438668,2.154310464859009,1.3978452682495115,0.7564651966094971,87.9067423956464,85.45010100906167,1663.628837270646,5.054131528040826,0.9725173923373224,correct,correct,good_form,343,label_mismatch_rom_too_low:81.7
